# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
23.00 603.7699 5.9369e2 -4.1119e-11 -1.0000e0
23.50 234.1015 2.2402e2 1.5756e-5 -1.0000e0
24.00 64.6737 5.4595e1 3.9568e-7 -1.0000e0
24.50 20.5223 1.0466e1 1.2049e-1 -1.0000e0
25.00 7.3050 -1.7771e0 6.3043e-1 -9.9933e-1
25.50 3.6540 -4.7547e0 5.5759e-1 -9.7411e-1
26.00 2.6276 -5.2046e0 1.1772e0 -9.2775e-1
26.50 2.1979 -4.7573e0 1.7399e0 -8.8896e-1
27.00 1.8493 -3.9530e0 1.0748e0 -8.4266e-1
27.50 1.1817 -4.0194e0 1.2301e0 -6.9325e-1
28.00 0.8774 -3.7500e0 1.0947e0 -5.8415e-1
28.50 0.6465 -3.5040e0 1.2568e0 -4.7612e-1
29.00 0.4327 -3.2333e0 1.1316e0 -3.5124e-1
29.50 0.2110 -3.0987e0 1.2972e0 -1.9023e-1
30.00 0.0849 -2.8202e0 1.1902e0 -8.1435e-2
30.50 -0.0773 -2.6591e0 1.2002e0 8.0353e-2
31.00 -0.2373 -2.6077e0 1.4912e0 2.6781e-1
31.50 -0.3766 -2.5332e0 1.6222e0 4.5739e-1
32.00 -0.4410 -2.4033e0 1.7760e0 5.5423e-1
32.50 -0.4393 -2.1071e0 1.2080e0 5.5164e-1
33.00 -0.4623 -1.9577e0 1.1415e0 5.8766e-1
33.50 -0.4895 -1.8627e0 1.2055e0 6.3150e-1
34.00 -0.5119 -1.7997e0 1.3998e0 6.6851e-1
34.50 -0.4978 -1.6314e0 1.2149e0 6.4514e-1
35.00 -0.4912 -1.5427e0 1.2121e0 6.3432e-1
35.50 -0.4660 -1.4268e0 1.1604e0 5.9363e-1
36.00 -0.4408 -1.2870e0 1.0056e0 5.5391e-1
36.50 -0.4272 -1.1783e0 8.9769e-1 5.3290e-1
37.00 -0.4163 -1.1016e0 8.8962e-1 5.1628e-1
37.50 -0.4126 -1.0382e0 8.9191e-1 5.1069e-1
38.00 -0.4111 -9.7381e-1 8.3952e-1 5.0847e-1
38.50 -0.3905 -8.7604e-1 7.3095e-1 4.7772e-1
39.00 -0.3653 -7.8183e-1 6.3703e-1 4.4099e-1
39.50 -0.3323 -6.8258e-1 5.3987e-1 3.9419e-1
40.00 -0.3020 -5.9581e-1 4.6579e-1 3.5250e-1
40.50 -0.2771 -5.3046e-1 4.3124e-1 3.1925e-1
41.00 -0.2500 -4.6042e-1 3.6542e-1 2.8402e-1
41.50 -0.2209 -3.9711e-1 3.1096e-1 2.4723e-1
42.00 -0.1889 -3.3395e-1 2.6212e-1 2.0795e-1
42.50 -0.1625 -2.8265e-1 2.1777e-1 1.7642e-1
43.00 -0.1395 -2.4015e-1 1.8822e-1 1.4974e-1
43.50 -0.1199 -2.0082e-1 1.5049e-1 1.2735e-1
44.00 -0.1034 -1.7017e-1 1.2611e-1 1.0893e-1
44.50 -0.0878 -1.4039e-1 9.8532e-2 9.1733e-2
45.00 -0.0747 -1.1493e-1 7.4303e-2 7.7544e-2
45.50 -0.0641 -9.5088e-2 5.8432e-2 6.6218e-2
46.00 -0.0548 -7.8383e-2 4.5185e-2 5.6359e-2
46.50 -0.0461 -6.3693e-2 3.4635e-2 4.7151e-2
47.00 -0.0379 -5.0010e-2 2.4145e-2 3.8602e-2
47.50 -0.0307 -3.8689e-2 1.5755e-2 3.1221e-2
48.00 -0.0246 -2.9657e-2 9.8883e-3 2.4921e-2
48.50 -0.0192 -2.2479e-2 6.3129e-3 1.9357e-2
49.00 -0.0148 -1.6731e-2 3.7195e-3 1.4914e-2
49.50 -0.0113 -1.2545e-2 2.1805e-3 1.1371e-2
50.00 -0.0085 -9.2896e-3 1.2590e-3 8.4919e-3
50.50 -0.0063 -6.8398e-3 7.3194e-4 6.3142e-3
51.00 -0.0048 -5.1030e-3 4.3224e-4 4.8129e-3
51.50 -0.0036 -3.8104e-3 2.7527e-4 3.6105e-3
52.00 -0.0027 -2.8406e-3 1.5083e-4 2.7177e-3
52.50 -0.0021 -2.0932e-3 8.7043e-5 2.0530e-3
53.00 -0.0015 -1.5515e-3 5.0502e-5 1.5279e-3
53.50 -0.0011 -1.1379e-3 2.8849e-5 1.1244e-3
54.00 -0.0008 -8.3100e-4 1.6467e-5 8.2320e-4
54.50 -0.0006 -6.0375e-4 9.3703e-6 5.9928e-4
55.00 -0.0004 -4.3608e-4 5.2988e-6 4.3354e-4
55.50 -0.0003 -3.1277e-4 2.9669e-6 3.1135e-4
56.00 -0.0002 -2.2217e-4 1.6385e-6 2.2138e-4
56.50 -0.0002 -1.5622e-4 8.9234e-7 1.5578e-4
57.00 -0.0001 -1.0865e-4 4.7934e-7 1.0841e-4
57.50 -0.0001 -7.4460e-5 2.5301e-7 7.4336e-5
58.00 -0.0001 -5.0130e-5 1.3068e-7 5.0066e-5
58.50 -0.0000 -3.3142e-5 6.5891e-8 3.3110e-5
59.00 -0.0000 -2.1498e-5 3.2416e-8 2.1482e-5
59.50 -0.0000 -1.3552e-5 1.5432e-8 1.3545e-5
