# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
23.00 586.9559 5.7688e2 1.9578e-11 -1.0000e0
23.50 227.7569 2.1768e2 2.3866e-5 -1.0000e0
24.00 63.1275 5.3049e1 6.7486e-7 -1.0000e0
24.50 20.2258 1.0173e1 1.3657e-1 -1.0000e0
25.00 7.3557 -1.7079e0 6.4421e-1 -9.9936e-1
25.50 3.7887 -4.6040e0 5.6584e-1 -9.7737e-1
26.00 2.7747 -5.0242e0 1.1544e0 -9.3763e-1
26.50 2.3324 -4.5739e0 1.6711e0 -9.0294e-1
27.00 1.9610 -3.8111e0 1.0348e0 -8.5928e-1
27.50 1.2952 -3.8714e0 1.1763e0 -7.2615e-1
28.00 0.9834 -3.6132e0 1.0553e0 -6.2596e-1
28.50 0.7455 -3.3698e0 1.1980e0 -5.2550e-1
29.00 0.5241 -3.1100e0 1.0794e0 -4.0793e-1
29.50 0.2985 -2.9750e0 1.2270e0 -2.5810e-1
30.00 0.1645 -2.7074e0 1.1241e0 -1.5167e-1
30.50 -0.0022 -2.5505e0 1.1321e0 2.2450e-3
31.00 -0.1638 -2.4928e0 1.3883e0 1.7802e-1
31.50 -0.3054 -2.4171e0 1.5001e0 3.5715e-1
32.00 -0.3735 -2.2871e0 1.6129e0 4.5278e-1
32.50 -0.3800 -2.0142e0 1.1218e0 4.6225e-1
33.00 -0.4072 -1.8710e0 1.0620e0 5.0258e-1
33.50 -0.4371 -1.7769e0 1.1178e0 5.4823e-1
34.00 -0.4614 -1.7106e0 1.2840e0 5.8629e-1
34.50 -0.4520 -1.5521e0 1.1154e0 5.7149e-1
35.00 -0.4480 -1.4660e0 1.1129e0 5.6511e-1
35.50 -0.4260 -1.3548e0 1.0671e0 5.3114e-1
36.00 -0.4047 -1.2232e0 9.2810e-1 4.9885e-1
36.50 -0.3941 -1.1204e0 8.2960e-1 4.8306e-1
37.00 -0.3854 -1.0462e0 8.1865e-1 4.7017e-1
37.50 -0.3835 -9.8452e-1 8.1897e-1 4.6737e-1
38.00 -0.3838 -9.2338e-1 7.7206e-1 4.6789e-1
38.50 -0.3660 -8.3132e-1 6.7372e-1 4.4189e-1
39.00 -0.3434 -7.4233e-1 5.8691e-1 4.0975e-1
39.50 -0.3132 -6.4852e-1 4.9736e-1 3.6775e-1
40.00 -0.2852 -5.6624e-1 4.2823e-1 3.3007e-1
40.50 -0.2622 -5.0371e-1 3.9513e-1 2.9978e-1
41.00 -0.2371 -4.3747e-1 3.3502e-1 2.6756e-1
41.50 -0.2098 -3.7741e-1 2.8473e-1 2.3341e-1
42.00 -0.1796 -3.1738e-1 2.3931e-1 1.9669e-1
42.50 -0.1545 -2.6873e-1 1.9885e-1 1.6713e-1
43.00 -0.1328 -2.2826e-1 1.7163e-1 1.4202e-1
43.50 -0.1142 -1.9105e-1 1.3754e-1 1.2102e-1
44.00 -0.0986 -1.6193e-1 1.1530e-1 1.0365e-1
44.50 -0.0838 -1.3374e-1 9.0297e-2 8.7439e-2
45.00 -0.0715 -1.0965e-1 6.8290e-2 7.4070e-2
45.50 -0.0614 -9.0804e-2 5.3776e-2 6.3372e-2
46.00 -0.0526 -7.4933e-2 4.1643e-2 5.4034e-2
46.50 -0.0443 -6.0947e-2 3.1945e-2 4.5278e-2
47.00 -0.0365 -4.7936e-2 2.2325e-2 3.7142e-2
47.50 -0.0297 -3.7163e-2 1.4626e-2 3.0097e-2
48.00 -0.0238 -2.8545e-2 9.1979e-3 2.4063e-2
48.50 -0.0185 -2.1670e-2 5.8881e-3 1.8711e-2
49.00 -0.0143 -1.6155e-2 3.4732e-3 1.4434e-2
49.50 -0.0110 -1.2130e-2 2.0393e-3 1.1012e-2
50.00 -0.0082 -8.9918e-3 1.1806e-3 8.2270e-3
50.50 -0.0061 -6.6258e-3 6.8817e-4 6.1195e-3
51.00 -0.0047 -4.9455e-3 4.0567e-4 4.6670e-3
51.50 -0.0035 -3.6948e-3 2.6021e-4 3.5019e-3
52.00 -0.0026 -2.7553e-3 1.4168e-4 2.6365e-3
52.50 -0.0020 -2.0307e-3 8.2060e-5 1.9927e-3
53.00 -0.0015 -1.5059e-3 4.7541e-5 1.4837e-3
53.50 -0.0011 -1.1049e-3 2.7193e-5 1.0921e-3
54.00 -0.0008 -8.0700e-4 1.5530e-5 7.9964e-4
54.50 -0.0006 -5.8639e-4 8.8400e-6 5.8217e-4
55.00 -0.0004 -4.2358e-4 4.9999e-6 4.2119e-4
55.50 -0.0003 -3.0383e-4 2.7999e-6 3.0249e-4
56.00 -0.0002 -2.1583e-4 1.5464e-6 2.1508e-4
56.50 -0.0002 -1.5177e-4 8.4228e-7 1.5136e-4
57.00 -0.0001 -1.0556e-4 4.5247e-7 1.0534e-4
57.50 -0.0001 -7.2344e-5 2.3884e-7 7.2227e-5
58.00 -0.0000 -4.8707e-5 1.2337e-7 4.8646e-5
58.50 -0.0000 -3.2202e-5 6.2206e-8 3.2171e-5
59.00 -0.0000 -2.0888e-5 3.0604e-8 2.0873e-5
59.50 -0.0000 -1.3168e-5 1.4570e-8 1.3161e-5
