# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
23.00 253.9372 2.4063e2 0.0000e0 -1.0000e0
23.10 210.4960 1.9719e2 0.0000e0 -1.0000e0
23.20 174.9783 1.6167e2 0.0000e0 -1.0000e0
23.30 145.8580 1.3255e2 0.0000e0 -1.0000e0
23.40 121.9291 1.0863e2 0.0000e0 -1.0000e0
23.50 102.2313 8.8928e1 0.0000e0 -1.0000e0
23.60 85.9926 7.2689e1 -6.1299e-13 -1.0000e0
23.70 72.5914 5.9288e1 0.0000e0 -1.0000e0
23.80 61.5236 4.8220e1 2.6947e-9 -1.0000e0
23.90 52.3774 3.9074e1 1.3719e-5 -1.0000e0
24.00 44.8168 3.1514e1 4.5944e-3 -1.0000e0
24.10 38.5595 2.5295e1 1.6932e-1 -1.0000e0
24.20 33.1958 2.0405e1 5.3220e-1 -1.0000e0
24.30 27.7927 1.5343e1 5.9394e-1 -1.0000e0
24.40 22.7364 1.0188e1 9.1565e-1 -1.0000e0
24.50 18.6447 6.1514e0 7.5451e-1 -1.0000e0
24.60 15.4498 3.0483e0 5.8263e-1 -1.0000e0
24.70 12.9880 6.7072e-1 4.8016e-1 -1.0000e0
24.80 11.1107 -1.1248e0 4.5641e-1 -9.9999e-1
24.90 9.6886 -2.4425e0 5.0850e-1 -9.9994e-1
25.00 8.6041 -3.3745e0 5.5222e-1 -9.9982e-1
25.10 7.7551 -4.0418e0 4.8834e-1 -9.9957e-1
25.20 7.0696 -4.5763e0 4.3986e-1 -9.9915e-1
25.30 6.5123 -5.0283e0 5.9713e-1 -9.9851e-1
25.40 6.0644 -5.3656e0 9.1631e-1 -9.9768e-1
25.50 5.7029 -5.5628e0 1.2021e0 -9.9666e-1
25.60 5.4001 -5.6453e0 1.3462e0 -9.9548e-1
25.70 5.1304 -5.6552e0 1.4268e0 -9.9409e-1
25.80 4.8669 -5.6178e0 1.4795e0 -9.9230e-1
25.90 4.5723 -5.6075e0 1.4218e0 -9.8967e-1
26.00 4.2194 -5.7719e0 1.5274e0 -9.8529e-1
26.10 3.8277 -6.1347e0 2.0701e0 -9.7824e-1
26.20 3.4483 -6.5460e0 2.7439e0 -9.6820e-1
26.30 3.1200 -6.8729e0 3.2441e0 -9.5584e-1
26.40 2.8569 -7.0725e0 3.5327e0 -9.4255e-1
26.50 2.6586 -7.1473e0 3.6652e0 -9.2995e-1
26.60 2.5166 -7.1122e0 3.6892e0 -9.1927e-1
26.70 2.4154 -6.9884e0 3.6201e0 -9.1067e-1
26.80 2.3333 -6.8150e0 3.4628e0 -9.0303e-1
26.90 2.2502 -6.6511e0 3.3013e0 -8.9462e-1
27.00 2.1567 -6.5409e0 3.2779e0 -8.8429e-1
27.10 2.0570 -6.4773e0 3.4219e0 -8.7216e-1
27.20 1.9596 -6.4191e0 3.6118e0 -8.5908e-1
27.30 1.8685 -6.3371e0 3.7138e0 -8.4564e-1
27.40 1.7822 -6.2315e0 3.7029e0 -8.3174e-1
