# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
31.00 0.3469 -3.5981e0 2.5191e0 -2.9314e-1
31.10 0.3256 -3.5733e0 2.5750e0 -2.7793e-1
31.20 0.3059 -3.5421e0 2.6103e0 -2.6356e-1
31.30 0.2874 -3.5036e0 2.6121e0 -2.4982e-1
31.40 0.2694 -3.4601e0 2.5794e0 -2.3619e-1
31.50 0.2512 -3.4162e0 2.5270e0 -2.2213e-1
31.60 0.2324 -3.3756e0 2.4760e0 -2.0741e-1
31.70 0.2135 -3.3390e0 2.4381e0 -1.9222e-1
31.80 0.1947 -3.3049e0 2.4112e0 -1.7692e-1
31.90 0.1764 -3.2717e0 2.3886e0 -1.6174e-1
32.00 0.1587 -3.2389e0 2.3667e0 -1.4675e-1
32.10 0.1416 -3.2059e0 2.3442e0 -1.3204e-1
32.20 0.1252 -3.1724e0 2.3200e0 -1.1766e-1
32.30 0.1094 -3.1382e0 2.2933e0 -1.0360e-1
32.40 0.0941 -3.1039e0 2.2650e0 -8.9790e-2
32.50 0.0793 -3.0700e0 2.2375e0 -7.6239e-2
32.60 0.0652 -3.0363e0 2.2121e0 -6.3130e-2
32.70 0.0521 -3.0019e0 2.1876e0 -5.0719e-2
32.80 0.0399 -2.9660e0 2.1615e0 -3.9101e-2
32.90 0.0285 -2.9286e0 2.1329e0 -2.8134e-2
33.00 0.0176 -2.8907e0 2.1038e0 -1.7485e-2
33.10 0.0068 -2.8535e0 2.0790e0 -6.8125e-3
33.20 -0.0041 -2.8178e0 2.0615e0 4.1024e-3
33.30 -0.0153 -2.7837e0 2.0495e0 1.5382e-2
33.40 -0.0268 -2.7512e0 2.0384e0 2.7201e-2
33.50 -0.0390 -2.7210e0 2.0273e0 3.9779e-2
33.60 -0.0518 -2.6940e0 2.0200e0 5.3214e-2
33.70 -0.0651 -2.6700e0 2.0184e0 6.7310e-2
33.80 -0.0785 -2.6474e0 2.0187e0 8.1653e-2
33.90 -0.0915 -2.6247e0 2.0146e0 9.5823e-2
34.00 -0.1039 -2.6009e0 2.0024e0 1.0953e-1
34.10 -0.1157 -2.5759e0 1.9829e0 1.2264e-1
34.20 -0.1268 -2.5502e0 1.9598e0 1.3515e-1
34.30 -0.1372 -2.5241e0 1.9364e0 1.4710e-1
34.40 -0.1472 -2.4983e0 1.9152e0 1.5855e-1
34.50 -0.1566 -2.4730e0 1.8986e0 1.6956e-1
34.60 -0.1656 -2.4483e0 1.8874e0 1.8005e-1
34.70 -0.1738 -2.4231e0 1.8783e0 1.8985e-1
34.80 -0.1814 -2.3964e0 1.8650e0 1.9891e-1
34.90 -0.1885 -2.3682e0 1.8438e0 2.0739e-1
35.00 -0.1953 -2.3396e0 1.8164e0 2.1565e-1
35.10 -0.2021 -2.3120e0 1.7881e0 2.2399e-1
35.20 -0.2091 -2.2862e0 1.7638e0 2.3256e-1
35.30 -0.2162 -2.2625e0 1.7457e0 2.4136e-1
35.40 -0.2234 -2.2405e0 1.7337e0 2.5035e-1
35.50 -0.2308 -2.2201e0 1.7272e0 2.5958e-1
35.60 -0.2384 -2.2014e0 1.7253e0 2.6916e-1
35.70 -0.2462 -2.1844e0 1.7280e0 2.7918e-1
35.80 -0.2543 -2.1693e0 1.7360e0 2.8956e-1
35.90 -0.2623 -2.1554e0 1.7491e0 2.9998e-1
36.00 -0.2700 -2.1416e0 1.7636e0 3.1002e-1
36.10 -0.2771 -2.1264e0 1.7733e0 3.1928e-1
36.20 -0.2833 -2.1090e0 1.7737e0 3.2754e-1
36.30 -0.2887 -2.0894e0 1.7643e0 3.3470e-1
36.40 -0.2933 -2.0678e0 1.7469e0 3.4087e-1
36.50 -0.2974 -2.0448e0 1.7246e0 3.4630e-1
36.60 -0.3011 -2.0214e0 1.7011e0 3.5133e-1
36.70 -0.3047 -1.9983e0 1.6793e0 3.5626e-1
36.80 -0.3085 -1.9762e0 1.6609e0 3.6133e-1
36.90 -0.3124 -1.9553e0 1.6460e0 3.6672e-1
37.00 -0.3167 -1.9358e0 1.6344e0 3.7254e-1
37.10 -0.3212 -1.9180e0 1.6262e0 3.7878e-1
37.20 -0.3259 -1.9018e0 1.6218e0 3.8533e-1
37.30 -0.3307 -1.8868e0 1.6214e0 3.9188e-1
37.40 -0.3351 -1.8719e0 1.6226e0 3.9812e-1
37.50 -0.3392 -1.8563e0 1.6218e0 4.0383e-1
37.60 -0.3429 -1.8397e0 1.6168e0 4.0905e-1
37.70 -0.3464 -1.8225e0 1.6083e0 4.1397e-1
37.80 -0.3498 -1.8055e0 1.5991e0 4.1878e-1
37.90 -0.3532 -1.7888e0 1.5910e0 4.2355e-1
38.00 -0.3565 -1.7727e0 1.5845e0 4.2826e-1
38.10 -0.3596 -1.7567e0 1.5790e0 4.3282e-1
38.20 -0.3627 -1.7408e0 1.5732e0 4.3716e-1
38.30 -0.3655 -1.7245e0 1.5658e0 4.4117e-1
38.40 -0.3679 -1.7076e0 1.5558e0 4.4476e-1
38.50 -0.3701 -1.6903e0 1.5432e0 4.4793e-1
38.60 -0.3720 -1.6726e0 1.5292e0 4.5068e-1
38.70 -0.3737 -1.6549e0 1.5152e0 4.5306e-1
38.80 -0.3751 -1.6371e0 1.5017e0 4.5513e-1
38.90 -0.3763 -1.6193e0 1.4887e0 4.5694e-1
39.00 -0.3774 -1.6018e0 1.4766e0 4.5851e-1
39.10 -0.3783 -1.5844e0 1.4656e0 4.5981e-1
39.20 -0.3790 -1.5669e0 1.4554e0 4.6080e-1
39.30 -0.3794 -1.5490e0 1.4447e0 4.6145e-1
39.40 -0.3796 -1.5306e0 1.4321e0 4.6176e-1
39.50 -0.3797 -1.5117e0 1.4168e0 4.6181e-1
39.60 -0.3796 -1.4924e0 1.3990e0 4.6165e-1
39.70 -0.3794 -1.4730e0 1.3796e0 4.6140e-1
39.80 -0.3792 -1.4538e0 1.3602e0 4.6113e-1
39.90 -0.3790 -1.4353e0 1.3420e0 4.6089e-1
40.00 -0.3789 -1.4173e0 1.3257e0 4.6066e-1
40.10 -0.3787 -1.4000e0 1.3113e0 4.6039e-1
40.20 -0.3784 -1.3831e0 1.2986e0 4.5997e-1
40.30 -0.3780 -1.3661e0 1.2866e0 4.5930e-1
40.40 -0.3773 -1.3489e0 1.2741e0 4.5833e-1
40.50 -0.3765 -1.3313e0 1.2602e0 4.5712e-1
40.60 -0.3755 -1.3135e0 1.2445e0 4.5575e-1
40.70 -0.3746 -1.2958e0 1.2281e0 4.5438e-1
40.80 -0.3737 -1.2787e0 1.2124e0 4.5309e-1
40.90 -0.3729 -1.2623e0 1.1986e0 4.5190e-1
41.00 -0.3721 -1.2467e0 1.1871e0 4.5075e-1
41.10 -0.3713 -1.2318e0 1.1778e0 4.4957e-1
41.20 -0.3704 -1.2175e0 1.1710e0 4.4831e-1
41.30 -0.3694 -1.2037e0 1.1672e0 4.4688e-1
41.40 -0.3682 -1.1903e0 1.1659e0 4.4518e-1
41.50 -0.3668 -1.1766e0 1.1648e0 4.4313e-1
41.60 -0.3651 -1.1623e0 1.1616e0 4.4072e-1
41.70 -0.3633 -1.1476e0 1.1552e0 4.3800e-1
41.80 -0.3612 -1.1325e0 1.1466e0 4.3504e-1
41.90 -0.3590 -1.1174e0 1.1374e0 4.3185e-1
42.00 -0.3566 -1.1023e0 1.1285e0 4.2846e-1
42.10 -0.3541 -1.0871e0 1.1197e0 4.2492e-1
42.20 -0.3516 -1.0720e0 1.1107e0 4.2132e-1
42.30 -0.3491 -1.0572e0 1.1016e0 4.1774e-1
42.40 -0.3466 -1.0427e0 1.0932e0 4.1419e-1
42.50 -0.3440 -1.0286e0 1.0857e0 4.1064e-1
42.60 -0.3415 -1.0147e0 1.0787e0 4.0704e-1
42.70 -0.3389 -1.0008e0 1.0711e0 4.0334e-1
42.80 -0.3361 -9.8676e-1 1.0623e0 3.9951e-1
42.90 -0.3333 -9.7244e-1 1.0517e0 3.9552e-1
43.00 -0.3303 -9.5780e-1 1.0392e0 3.9136e-1
43.10 -0.3272 -9.4294e-1 1.0250e0 3.8710e-1
43.20 -0.3241 -9.2812e-1 1.0100e0 3.8283e-1
43.30 -0.3211 -9.1367e-1 9.9583e-1 3.7862e-1
43.40 -0.3181 -8.9978e-1 9.8365e-1 3.7450e-1
43.50 -0.3151 -8.8641e-1 9.7371e-1 3.7044e-1
43.60 -0.3122 -8.7337e-1 9.6517e-1 3.6638e-1
43.70 -0.3091 -8.6041e-1 9.5671e-1 3.6225e-1
43.80 -0.3060 -8.4732e-1 9.4727e-1 3.5798e-1
43.90 -0.3027 -8.3397e-1 9.3639e-1 3.5354e-1
44.00 -0.2993 -8.2027e-1 9.2399e-1 3.4891e-1
44.10 -0.2957 -8.0616e-1 9.1007e-1 3.4410e-1
44.20 -0.2920 -7.9167e-1 8.9459e-1 3.3916e-1
44.30 -0.2883 -7.7689e-1 8.7765e-1 3.3415e-1
44.40 -0.2845 -7.6201e-1 8.5963e-1 3.2913e-1
44.50 -0.2808 -7.4720e-1 8.4113e-1 3.2416e-1
44.60 -0.2771 -7.3258e-1 8.2264e-1 3.1926e-1
44.70 -0.2734 -7.1822e-1 8.0448e-1 3.1444e-1
44.80 -0.2698 -7.0417e-1 7.8695e-1 3.0971e-1
44.90 -0.2663 -6.9052e-1 7.7035e-1 3.0507e-1
45.00 -0.2628 -6.7729e-1 7.5502e-1 3.0055e-1
45.10 -0.2594 -6.6451e-1 7.4109e-1 2.9615e-1
45.20 -0.2561 -6.5218e-1 7.2851e-1 2.9187e-1
45.30 -0.2529 -6.4032e-1 7.1715e-1 2.8776e-1
45.40 -0.2498 -6.2898e-1 7.0701e-1 2.8381e-1
45.50 -0.2469 -6.1821e-1 6.9817e-1 2.8003e-1
45.60 -0.2440 -6.0797e-1 6.9070e-1 2.7638e-1
45.70 -0.2412 -5.9817e-1 6.8441e-1 2.7281e-1
45.80 -0.2384 -5.8866e-1 6.7888e-1 2.6925e-1
45.90 -0.2356 -5.7932e-1 6.7367e-1 2.6565e-1
46.00 -0.2327 -5.7002e-1 6.6853e-1 2.6195e-1
46.10 -0.2296 -5.6066e-1 6.6315e-1 2.5811e-1
46.20 -0.2264 -5.5111e-1 6.5710e-1 2.5410e-1
46.30 -0.2230 -5.4126e-1 6.4993e-1 2.4988e-1
46.40 -0.2195 -5.3107e-1 6.4144e-1 2.4547e-1
46.50 -0.2158 -5.2053e-1 6.3160e-1 2.4088e-1
46.60 -0.2120 -5.0972e-1 6.2056e-1 2.3617e-1
46.70 -0.2082 -4.9875e-1 6.0862e-1 2.3140e-1
46.80 -0.2043 -4.8779e-1 5.9618e-1 2.2665e-1
46.90 -0.2004 -4.7699e-1 5.8378e-1 2.2194e-1
47.00 -0.1966 -4.6642e-1 5.7184e-1 2.1728e-1
47.10 -0.1928 -4.5605e-1 5.6042e-1 2.1266e-1
47.20 -0.1890 -4.4578e-1 5.4924e-1 2.0805e-1
47.30 -0.1852 -4.3550e-1 5.3788e-1 2.0345e-1
47.40 -0.1814 -4.2522e-1 5.2612e-1 1.9887e-1
47.50 -0.1776 -4.1499e-1 5.1402e-1 1.9435e-1
47.60 -0.1739 -4.0493e-1 5.0197e-1 1.8994e-1
47.70 -0.1703 -3.9518e-1 4.9043e-1 1.8565e-1
47.80 -0.1668 -3.8576e-1 4.7965e-1 1.8150e-1
47.90 -0.1634 -3.7666e-1 4.6958e-1 1.7748e-1
48.00 -0.1600 -3.6777e-1 4.5989e-1 1.7356e-1
48.10 -0.1568 -3.5903e-1 4.5019e-1 1.6973e-1
48.20 -0.1536 -3.5042e-1 4.4033e-1 1.6599e-1
48.30 -0.1504 -3.4195e-1 4.3036e-1 1.6232e-1
48.40 -0.1473 -3.3361e-1 4.2042e-1 1.5870e-1
48.50 -0.1442 -3.2536e-1 4.1048e-1 1.5510e-1
48.60 -0.1410 -3.1714e-1 4.0041e-1 1.5148e-1
48.70 -0.1379 -3.0888e-1 3.9005e-1 1.4783e-1
48.80 -0.1346 -3.0055e-1 3.7932e-1 1.4412e-1
48.90 -0.1314 -2.9214e-1 3.6822e-1 1.4037e-1
49.00 -0.1280 -2.8367e-1 3.5684e-1 1.3658e-1
49.10 -0.1247 -2.7520e-1 3.4536e-1 1.3278e-1
49.20 -0.1213 -2.6677e-1 3.3394e-1 1.2899e-1
49.30 -0.1180 -2.5843e-1 3.2263e-1 1.2523e-1
49.40 -0.1147 -2.5022e-1 3.1143e-1 1.2153e-1
49.50 -0.1114 -2.4219e-1 3.0038e-1 1.1788e-1
49.60 -0.1082 -2.3436e-1 2.8961e-1 1.1430e-1
49.70 -0.1051 -2.2676e-1 2.7925e-1 1.1078e-1
49.80 -0.1019 -2.1939e-1 2.6941e-1 1.0732e-1
49.90 -0.0989 -2.1224e-1 2.6010e-1 1.0392e-1
50.00 -0.0958 -2.0525e-1 2.5122e-1 1.0057e-1
50.10 -0.0928 -1.9840e-1 2.4260e-1 9.7271e-2
50.20 -0.0899 -1.9168e-1 2.3412e-1 9.4026e-2
50.30 -0.0870 -1.8510e-1 2.2578e-1 9.0844e-2
50.40 -0.0841 -1.7868e-1 2.1768e-1 8.7729e-2
50.50 -0.0813 -1.7243e-1 2.0989e-1 8.4687e-2
50.60 -0.0786 -1.6634e-1 2.0242e-1 8.1719e-2
50.70 -0.0759 -1.6042e-1 1.9520e-1 7.8831e-2
50.80 -0.0733 -1.5465e-1 1.8818e-1 7.6030e-2
50.90 -0.0708 -1.4906e-1 1.8139e-1 7.3323e-2
51.00 -0.0683 -1.4368e-1 1.7488e-1 7.0712e-2
51.10 -0.0660 -1.3849e-1 1.6870e-1 6.8195e-2
51.20 -0.0637 -1.3350e-1 1.6286e-1 6.5766e-2
51.30 -0.0615 -1.2867e-1 1.5726e-1 6.3419e-2
51.40 -0.0594 -1.2399e-1 1.5184e-1 6.1152e-2
51.50 -0.0573 -1.1947e-1 1.4659e-1 5.8960e-2
51.60 -0.0553 -1.1509e-1 1.4153e-1 5.6842e-2
51.70 -0.0533 -1.1084e-1 1.3665e-1 5.4790e-2
51.80 -0.0515 -1.0671e-1 1.3191e-1 5.2797e-2
51.90 -0.0496 -1.0266e-1 1.2720e-1 5.0859e-2
52.00 -0.0478 -9.8682e-2 1.2246e-1 4.8970e-2
52.10 -0.0461 -9.4770e-2 1.1764e-1 4.7128e-2
52.20 -0.0443 -9.0924e-2 1.1274e-1 4.5325e-2
52.30 -0.0426 -8.7141e-2 1.0780e-1 4.3556e-2
52.40 -0.0410 -8.3423e-2 1.0284e-1 4.1814e-2
52.50 -0.0393 -7.9768e-2 9.7925e-2 4.0095e-2
52.60 -0.0377 -7.6177e-2 9.3088e-2 3.8393e-2
52.70 -0.0360 -7.2641e-2 8.8344e-2 3.6705e-2
52.80 -0.0344 -6.9152e-2 8.3687e-2 3.5028e-2
52.90 -0.0328 -6.5706e-2 7.9107e-2 3.3363e-2
53.00 -0.0312 -6.2313e-2 7.4601e-2 3.1717e-2
53.10 -0.0297 -5.8992e-2 7.0202e-2 3.0099e-2
53.20 -0.0281 -5.5772e-2 6.5965e-2 2.8517e-2
53.30 -0.0266 -5.2674e-2 6.1939e-2 2.6977e-2
53.40 -0.0252 -4.9712e-2 5.8162e-2 2.5478e-2
53.50 -0.0237 -4.6890e-2 5.4659e-2 2.4017e-2
53.60 -0.0223 -4.4193e-2 5.1436e-2 2.2586e-2
53.70 -0.0210 -4.1596e-2 4.8453e-2 2.1179e-2
53.80 -0.0196 -3.9073e-2 4.5646e-2 1.9790e-2
53.90 -0.0183 -3.6608e-2 4.2955e-2 1.8418e-2
54.00 -0.0169 -3.4191e-2 4.0348e-2 1.7067e-2
54.10 -0.0156 -3.1822e-2 3.7811e-2 1.5741e-2
54.20 -0.0143 -2.9503e-2 3.5332e-2 1.4449e-2
54.30 -0.0131 -2.7249e-2 3.2914e-2 1.3200e-2
54.40 -0.0119 -2.5082e-2 3.0578e-2 1.2004e-2
54.50 -0.0108 -2.3019e-2 2.8357e-2 1.0865e-2
54.60 -0.0097 -2.1069e-2 2.6276e-2 9.7857e-3
54.70 -0.0087 -1.9232e-2 2.4341e-2 8.7630e-3
54.80 -0.0078 -1.7504e-2 2.2550e-2 7.7943e-3
54.90 -0.0069 -1.5879e-2 2.0893e-2 6.8766e-3
55.00 -0.0060 -1.4350e-2 1.9364e-2 6.0071e-3
55.10 -0.0052 -1.2913e-2 1.7959e-2 5.1828e-3
55.20 -0.0044 -1.1559e-2 1.6670e-2 4.4011e-3
55.30 -0.0037 -1.0280e-2 1.5483e-2 3.6599e-3
55.40 -0.0030 -9.0720e-3 1.4376e-2 2.9584e-3
55.50 -0.0023 -7.9356e-3 1.3333e-2 2.2956e-3
55.60 -0.0017 -6.8722e-3 1.2357e-2 1.6688e-3
55.70 -0.0011 -5.8787e-3 1.1458e-2 1.0730e-3
55.80 -0.0005 -4.9457e-3 1.0632e-2 5.0207e-4
55.90 0.0000 -4.0625e-3 9.8642e-3 -4.9075e-5
56.00 0.0006 -3.2202e-3 9.1418e-3 -5.8448e-4
56.10 0.0011 -2.4117e-3 8.4572e-3 -1.1070e-3
56.20 0.0016 -1.6318e-3 7.8063e-3 -1.6177e-3
56.30 0.0021 -8.7744e-4 7.1852e-3 -2.1165e-3
56.40 0.0026 -1.4831e-4 6.5910e-3 -2.6016e-3
56.50 0.0031 5.5371e-4 6.0227e-3 -3.0710e-3
56.60 0.0035 1.2256e-3 5.4821e-3 -3.5224e-3
56.70 0.0040 1.8642e-3 4.9725e-3 -3.9541e-3
56.80 0.0044 2.4673e-3 4.4972e-3 -4.3647e-3
56.90 0.0048 3.0332e-3 4.0583e-3 -4.7531e-3
57.00 0.0051 3.5614e-3 3.6569e-3 -5.1192e-3
57.10 0.0055 4.0523e-3 3.2927e-3 -5.4627e-3
57.20 0.0058 4.5071e-3 2.9642e-3 -5.7839e-3
57.30 0.0061 4.9274e-3 2.6691e-3 -6.0833e-3
57.40 0.0064 5.3146e-3 2.4045e-3 -6.3611e-3
57.50 0.0066 5.6704e-3 2.1677e-3 -6.6180e-3
57.60 0.0069 5.9963e-3 1.9558e-3 -6.8544e-3
57.70 0.0071 6.2939e-3 1.7664e-3 -7.0712e-3
57.80 0.0073 6.5646e-3 1.5973e-3 -7.2690e-3
57.90 0.0075 6.8099e-3 1.4464e-3 -7.4487e-3
58.00 0.0076 7.0314e-3 1.3120e-3 -7.6111e-3
58.10 0.0078 7.2304e-3 1.1922e-3 -7.7571e-3
58.20 0.0079 7.4085e-3 1.0857e-3 -7.8875e-3
58.30 0.0080 7.5670e-3 9.9097e-4 -8.0033e-3
58.40 0.0081 7.7073e-3 9.0665e-4 -8.1053e-3
58.50 0.0082 7.8307e-3 8.3156e-4 -8.1944e-3
58.60 0.0083 7.9386e-3 7.6462e-4 -8.2714e-3
58.70 0.0084 8.0321e-3 7.0485e-4 -8.3372e-3
58.80 0.0084 8.1122e-3 6.5141e-4 -8.3924e-3
58.90 0.0085 8.1801e-3 6.0355e-4 -8.4378e-3
59.00 0.0085 8.2365e-3 5.6062e-4 -8.4741e-3
59.10 0.0085 8.2825e-3 5.2204e-4 -8.5019e-3
59.20 0.0086 8.3188e-3 4.8730e-4 -8.5217e-3
59.30 0.0086 8.3460e-3 4.5596e-4 -8.5341e-3
59.40 0.0086 8.3650e-3 4.2763e-4 -8.5396e-3
59.50 0.0086 8.3763e-3 4.0197e-4 -8.5387e-3
59.60 0.0086 8.3805e-3 3.7868e-4 -8.5318e-3
59.70 0.0086 8.3781e-3 3.5749e-4 -8.5193e-3
59.80 0.0085 8.3697e-3 3.3818e-4 -8.5018e-3
59.90 0.0085 8.3556e-3 3.2053e-4 -8.4794e-3
60.00 0.0085 8.3364e-3 3.0437e-4 -8.4526e-3
60.10 0.0085 8.3124e-3 2.8954e-4 -8.4216e-3
60.20 0.0084 8.2840e-3 2.7590e-4 -8.3868e-3
60.30 0.0084 8.2516e-3 2.6332e-4 -8.3485e-3
60.40 0.0083 8.2154e-3 2.5169e-4 -8.3070e-3
60.50 0.0083 8.1757e-3 2.4093e-4 -8.2624e-3
60.60 0.0082 8.1329e-3 2.3093e-4 -8.2150e-3
60.70 0.0082 8.0871e-3 2.2162e-4 -8.1650e-3
60.80 0.0081 8.0387e-3 2.1295e-4 -8.1127e-3
60.90 0.0081 7.9878e-3 2.0483e-4 -8.0582e-3
61.00 0.0080 7.9346e-3 1.9724e-4 -8.0018e-3
61.10 0.0080 7.8795e-3 1.9010e-4 -7.9435e-3
61.20 0.0079 7.8224e-3 1.8339e-4 -7.8836e-3
61.30 0.0079 7.7637e-3 1.7706e-4 -7.8222e-3
61.40 0.0078 7.7034e-3 1.7109e-4 -7.7594e-3
61.50 0.0077 7.6417e-3 1.6543e-4 -7.6954e-3
61.60 0.0077 7.5788e-3 1.6007e-4 -7.6302e-3
61.70 0.0076 7.5148e-3 1.5497e-4 -7.5641e-3
61.80 0.0075 7.4497e-3 1.5012e-4 -7.4972e-3
61.90 0.0075 7.3838e-3 1.4550e-4 -7.4294e-3
62.00 0.0074 7.3170e-3 1.4108e-4 -7.3610e-3
62.10 0.0073 7.2496e-3 1.3686e-4 -7.2919e-3
62.20 0.0072 7.1816e-3 1.3282e-4 -7.2224e-3
62.30 0.0072 7.1131e-3 1.2895e-4 -7.1525e-3
62.40 0.0071 7.0442e-3 1.2523e-4 -7.0822e-3
62.50 0.0070 6.9749e-3 1.2165e-4 -7.0116e-3
62.60 0.0070 6.9054e-3 1.1821e-4 -6.9408e-3
62.70 0.0069 6.8356e-3 1.1490e-4 -6.8699e-3
62.80 0.0068 6.7657e-3 1.1170e-4 -6.7989e-3
62.90 0.0068 6.6958e-3 1.0862e-4 -6.7278e-3
63.00 0.0067 6.6258e-3 1.0564e-4 -6.6568e-3
63.10 0.0066 6.5558e-3 1.0276e-4 -6.5858e-3
63.20 0.0065 6.4859e-3 9.9972e-5 -6.5149e-3
63.30 0.0065 6.4161e-3 9.7275e-5 -6.4442e-3
63.40 0.0064 6.3464e-3 9.4661e-5 -6.3737e-3
63.50 0.0063 6.2770e-3 9.2128e-5 -6.3035e-3
63.60 0.0063 6.2078e-3 8.9672e-5 -6.2335e-3
63.70 0.0062 6.1388e-3 8.7288e-5 -6.1638e-3
63.80 0.0061 6.0702e-3 8.4975e-5 -6.0944e-3
63.90 0.0060 6.0019e-3 8.2728e-5 -6.0253e-3
64.00 0.0060 5.9339e-3 8.0546e-5 -5.9567e-3
64.10 0.0059 5.8663e-3 7.8425e-5 -5.8884e-3
