# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
41.00 -0.4059 -1.3113e0 1.2708e0 5.0069e-1
41.10 -0.4047 -1.2958e0 1.2612e0 4.9889e-1
41.20 -0.4035 -1.2809e0 1.2544e0 4.9703e-1
41.30 -0.4021 -1.2668e0 1.2512e0 4.9502e-1
41.40 -0.4006 -1.2530e0 1.2509e0 4.9275e-1
41.50 -0.3988 -1.2390e0 1.2511e0 4.9011e-1
41.60 -0.3968 -1.2243e0 1.2489e0 4.8708e-1
41.70 -0.3945 -1.2091e0 1.2431e0 4.8371e-1
41.80 -0.3921 -1.1935e0 1.2345e0 4.8007e-1
41.90 -0.3895 -1.1778e0 1.2250e0 4.7621e-1
42.00 -0.3867 -1.1621e0 1.2158e0 4.7214e-1
42.10 -0.3838 -1.1463e0 1.2069e0 4.6791e-1
42.20 -0.3809 -1.1306e0 1.1977e0 4.6363e-1
42.30 -0.3780 -1.1151e0 1.1884e0 4.5936e-1
42.40 -0.3751 -1.1001e0 1.1797e0 4.5515e-1
42.50 -0.3722 -1.0854e0 1.1720e0 4.5095e-1
42.60 -0.3693 -1.0709e0 1.1648e0 4.4671e-1
42.70 -0.3663 -1.0565e0 1.1571e0 4.4238e-1
42.80 -0.3632 -1.0418e0 1.1479e0 4.3791e-1
42.90 -0.3600 -1.0268e0 1.1367e0 4.3327e-1
43.00 -0.3566 -1.0115e0 1.1234e0 4.2845e-1
43.10 -0.3531 -9.9592e-1 1.1081e0 4.2353e-1
43.20 -0.3497 -9.8034e-1 1.0918e0 4.1859e-1
43.30 -0.3462 -9.6516e-1 1.0765e0 4.1373e-1
43.40 -0.3429 -9.5059e-1 1.0634e0 4.0898e-1
43.50 -0.3396 -9.3662e-1 1.0530e0 4.0433e-1
43.60 -0.3362 -9.2302e-1 1.0442e0 3.9968e-1
43.70 -0.3329 -9.0950e-1 1.0356e0 3.9496e-1
43.80 -0.3294 -8.9582e-1 1.0258e0 3.9011e-1
43.90 -0.3258 -8.8184e-1 1.0144e0 3.8507e-1
44.00 -0.3220 -8.6747e-1 1.0012e0 3.7983e-1
44.10 -0.3180 -8.5264e-1 9.8620e-1 3.7440e-1
44.20 -0.3139 -8.3737e-1 9.6952e-1 3.6882e-1
44.30 -0.3098 -8.2178e-1 9.5121e-1 3.6316e-1
44.40 -0.3056 -8.0605e-1 9.3166e-1 3.5749e-1
44.50 -0.3015 -7.9037e-1 9.1154e-1 3.5187e-1
44.60 -0.2974 -7.7488e-1 8.9139e-1 3.4634e-1
44.70 -0.2933 -7.5967e-1 8.7162e-1 3.4090e-1
44.80 -0.2894 -7.4480e-1 8.5253e-1 3.3557e-1
44.90 -0.2854 -7.3035e-1 8.3448e-1 3.3036e-1
45.00 -0.2816 -7.1637e-1 8.1787e-1 3.2528e-1
45.10 -0.2779 -7.0290e-1 8.0288e-1 3.2033e-1
45.20 -0.2742 -6.8992e-1 7.8944e-1 3.1554e-1
45.30 -0.2707 -6.7746e-1 7.7741e-1 3.1093e-1
45.40 -0.2674 -6.6557e-1 7.6674e-1 3.0651e-1
45.50 -0.2641 -6.5428e-1 7.5754e-1 3.0229e-1
45.60 -0.2610 -6.4358e-1 7.4985e-1 2.9822e-1
45.70 -0.2579 -6.3336e-1 7.4349e-1 2.9424e-1
45.80 -0.2549 -6.2346e-1 7.3800e-1 2.9029e-1
45.90 -0.2518 -6.1373e-1 7.3286e-1 2.8630e-1
46.00 -0.2486 -6.0406e-1 7.2781e-1 2.8222e-1
46.10 -0.2453 -5.9432e-1 7.2252e-1 2.7801e-1
46.20 -0.2419 -5.8438e-1 7.1652e-1 2.7360e-1
46.30 -0.2382 -5.7410e-1 7.0925e-1 2.6899e-1
46.40 -0.2344 -5.6344e-1 7.0042e-1 2.6417e-1
46.50 -0.2304 -5.5238e-1 6.9001e-1 2.5915e-1
46.60 -0.2263 -5.4099e-1 6.7818e-1 2.5401e-1
46.70 -0.2222 -5.2942e-1 6.6526e-1 2.4881e-1
46.80 -0.2180 -5.1784e-1 6.5175e-1 2.4362e-1
