# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
54.90 -0.0071 -1.6436e-2 2.1727e-2 7.1502e-3
55.00 -0.0062 -1.4865e-2 2.0133e-2 6.2582e-3
55.10 -0.0054 -1.3388e-2 1.8668e-2 5.4129e-3
55.20 -0.0046 -1.1997e-2 1.7325e-2 4.6112e-3
55.30 -0.0038 -1.0683e-2 1.6089e-2 3.8512e-3
55.40 -0.0031 -9.4430e-3 1.4937e-2 3.1318e-3
55.50 -0.0024 -8.2758e-3 1.3852e-2 2.4521e-3
55.60 -0.0018 -7.1834e-3 1.2837e-2 1.8094e-3
55.70 -0.0012 -6.1627e-3 1.1901e-2 1.1986e-3
55.80 -0.0006 -5.2042e-3 1.1041e-2 6.1357e-4
55.90 -0.0000 -4.2969e-3 1.0243e-2 4.8951e-5
56.00 0.0005 -3.4316e-3 9.4906e-3 -4.9933e-4
56.10 0.0010 -2.6011e-3 8.7776e-3 -1.0342e-3
56.20 0.0016 -1.8001e-3 8.0996e-3 -1.5569e-3
56.30 0.0021 -1.0254e-3 7.4527e-3 -2.0673e-3
56.40 0.0026 -2.7668e-4 6.8338e-3 -2.5636e-3
56.50 0.0030 4.4414e-4 6.2422e-3 -3.0438e-3
56.60 0.0035 1.1340e-3 5.6796e-3 -3.5056e-3
56.70 0.0040 1.7897e-3 5.1495e-3 -3.9471e-3
56.80 0.0044 2.4088e-3 4.6552e-3 -4.3670e-3
56.90 0.0048 2.9897e-3 4.1990e-3 -4.7643e-3
57.00 0.0052 3.5319e-3 3.7818e-3 -5.1385e-3
57.10 0.0055 4.0357e-3 3.4034e-3 -5.4898e-3
57.20 0.0058 4.5024e-3 3.0622e-3 -5.8183e-3
57.30 0.0061 4.9336e-3 2.7558e-3 -6.1243e-3
57.40 0.0064 5.3308e-3 2.4812e-3 -6.4084e-3
57.50 0.0067 5.6958e-3 2.2355e-3 -6.6710e-3
57.60 0.0069 6.0301e-3 2.0158e-3 -6.9129e-3
57.70 0.0072 6.3353e-3 1.8195e-3 -7.1346e-3
57.80 0.0074 6.6130e-3 1.6443e-3 -7.3370e-3
57.90 0.0075 6.8647e-3 1.4881e-3 -7.5209e-3
58.00 0.0077 7.0919e-3 1.3489e-3 -7.6872e-3
58.10 0.0079 7.2962e-3 1.2251e-3 -7.8367e-3
58.20 0.0080 7.4789e-3 1.1149e-3 -7.9703e-3
