# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
27.50 1.7691 -6.0121e0 3.5728e0 -8.2952e-1
27.60 1.6861 -5.8873e0 3.4452e0 -8.1477e-1
27.70 1.6049 -5.7581e0 3.2612e0 -7.9909e-1
27.80 1.5255 -5.6316e0 3.0382e0 -7.8249e-1
27.90 1.4488 -5.5134e0 2.8135e0 -7.6515e-1
28.00 1.3755 -5.4058e0 2.6243e0 -7.4728e-1
28.10 1.3055 -5.3078e0 2.4854e0 -7.2896e-1
28.20 1.2371 -5.2206e0 2.3873e0 -7.0976e-1
28.30 1.1676 -5.1514e0 2.3320e0 -6.8889e-1
28.40 1.0961 -5.1069e0 2.3462e0 -6.6584e-1
28.50 1.0242 -5.0832e0 2.4402e0 -6.4092e-1
28.60 0.9545 -5.0678e0 2.5847e0 -6.1500e-1
28.70 0.8891 -5.0486e0 2.7364e0 -5.8896e-1
28.80 0.8286 -5.0194e0 2.8639e0 -5.6334e-1
28.90 0.7735 -4.9781e0 2.9518e0 -5.3862e-1
29.00 0.7242 -4.9234e0 2.9928e0 -5.1528e-1
29.10 0.6804 -4.8554e0 2.9838e0 -4.9359e-1
29.20 0.6412 -4.7780e0 2.9326e0 -4.7332e-1
29.30 0.6049 -4.6973e0 2.8613e0 -4.5389e-1
29.40 0.5704 -4.6194e0 2.7909e0 -4.3469e-1
29.50 0.5369 -4.5475e0 2.7308e0 -4.1543e-1
29.60 0.5046 -4.4825e0 2.6846e0 -3.9626e-1
29.70 0.4742 -4.4237e0 2.6544e0 -3.7763e-1
29.80 0.4464 -4.3692e0 2.6420e0 -3.6006e-1
29.90 0.4214 -4.3172e0 2.6481e0 -3.4386e-1
30.00 0.3991 -4.2657e0 2.6674e0 -3.2909e-1
30.10 0.3792 -4.2132e0 2.6869e0 -3.1558e-1
30.20 0.3610 -4.1585e0 2.6941e0 -3.0305e-1
30.30 0.3442 -4.1014e0 2.6825e0 -2.9124e-1
30.40 0.3282 -4.0420e0 2.6508e0 -2.7976e-1
30.50 0.3119 -3.9833e0 2.6058e0 -2.6793e-1
30.60 0.2942 -3.9303e0 2.5656e0 -2.5487e-1
30.70 0.2744 -3.8882e0 2.5541e0 -2.3999e-1
30.80 0.2528 -3.8581e0 2.5842e0 -2.2340e-1
30.90 0.2304 -3.8365e0 2.6484e0 -2.0582e-1
31.00 0.2085 -3.8177e0 2.7278e0 -1.8821e-1
31.10 0.1880 -3.7961e0 2.8034e0 -1.7138e-1
31.20 0.1693 -3.7669e0 2.8561e0 -1.5575e-1
31.30 0.1522 -3.7284e0 2.8685e0 -1.4122e-1
31.40 0.1360 -3.6827e0 2.8363e0 -1.2712e-1
31.50 0.1196 -3.6351e0 2.7755e0 -1.1269e-1
31.60 0.1026 -3.5905e0 2.7123e0 -9.7506e-2
31.70 0.0853 -3.5503e0 2.6627e0 -8.1734e-2
31.80 0.0681 -3.5131e0 2.6263e0 -6.5796e-2
31.90 0.0513 -3.4770e0 2.5955e0 -4.9974e-2
32.00 0.0350 -3.4415e0 2.5663e0 -3.4367e-2
32.10 0.0193 -3.4060e0 2.5376e0 -1.9075e-2
32.20 0.0042 -3.3702e0 2.5083e0 -4.1715e-3
32.30 -0.0103 -3.3339e0 2.4775e0 1.0342e-2
32.40 -0.0242 -3.2974e0 2.4459e0 2.4546e-2
32.50 -0.0377 -3.2614e0 2.4156e0 3.8437e-2
32.60 -0.0505 -3.2257e0 2.3879e0 5.1805e-2
32.70 -0.0623 -3.1892e0 2.3612e0 6.4332e-2
32.80 -0.0731 -3.1512e0 2.3330e0 7.5877e-2
32.90 -0.0830 -3.1115e0 2.3021e0 8.6596e-2
33.00 -0.0925 -3.0712e0 2.2710e0 9.6900e-2
33.10 -0.1019 -3.0319e0 2.2457e0 1.0724e-1
33.20 -0.1115 -2.9946e0 2.2306e0 1.1792e-1
33.30 -0.1214 -2.9592e0 2.2234e0 1.2907e-1
33.40 -0.1318 -2.9257e0 2.2178e0 1.4088e-1
33.50 -0.1429 -2.8945e0 2.2112e0 1.5361e-1
33.60 -0.1548 -2.8667e0 2.2071e0 1.6740e-1
33.70 -0.1672 -2.8420e0 2.2083e0 1.8202e-1
33.80 -0.1798 -2.8190e0 2.2109e0 1.9697e-1
33.90 -0.1920 -2.7957e0 2.2077e0 2.1170e-1
34.00 -0.2036 -2.7710e0 2.1945e0 2.2587e-1
34.10 -0.2146 -2.7448e0 2.1725e0 2.3932e-1
34.20 -0.2248 -2.7178e0 2.1465e0 2.5207e-1
34.30 -0.2344 -2.6904e0 2.1204e0 2.6414e-1
34.40 -0.2435 -2.6633e0 2.0971e0 2.7565e-1
34.50 -0.2521 -2.6370e0 2.0796e0 2.8668e-1
34.60 -0.2602 -2.6114e0 2.0690e0 2.9713e-1
34.70 -0.2676 -2.5854e0 2.0616e0 3.0679e-1
34.80 -0.2742 -2.5576e0 2.0495e0 3.1551e-1
34.90 -0.2803 -2.5279e0 2.0273e0 3.2348e-1
35.00 -0.2860 -2.4973e0 1.9966e0 3.3114e-1
35.10 -0.2919 -2.4677e0 1.9639e0 3.3891e-1
35.20 -0.2979 -2.4401e0 1.9355e0 3.4701e-1
35.30 -0.3041 -2.4148e0 1.9142e0 3.5546e-1
35.40 -0.3106 -2.3917e0 1.9004e0 3.6421e-1
35.50 -0.3172 -2.3705e0 1.8932e0 3.7330e-1
35.60 -0.3242 -2.3512e0 1.8918e0 3.8288e-1
35.70 -0.3315 -2.3341e0 1.8961e0 3.9305e-1
35.80 -0.3391 -2.3191e0 1.9072e0 4.0371e-1
35.90 -0.3468 -2.3058e0 1.9253e0 4.1451e-1
36.00 -0.3541 -2.2925e0 1.9460e0 4.2489e-1
36.10 -0.3607 -2.2777e0 1.9616e0 4.3433e-1
36.20 -0.3664 -2.2602e0 1.9654e0 4.4250e-1
36.30 -0.3711 -2.2397e0 1.9562e0 4.4932e-1
36.40 -0.3749 -2.2168e0 1.9363e0 4.5490e-1
36.50 -0.3781 -2.1922e0 1.9099e0 4.5957e-1
36.60 -0.3810 -2.1670e0 1.8818e0 4.6375e-1
36.70 -0.3838 -2.1422e0 1.8559e0 4.6784e-1
36.80 -0.3867 -2.1185e0 1.8343e0 4.7212e-1
36.90 -0.3899 -2.0963e0 1.8176e0 4.7682e-1
37.00 -0.3934 -2.0758e0 1.8049e0 4.8205e-1
37.10 -0.3973 -2.0571e0 1.7961e0 4.8783e-1
37.20 -0.4015 -2.0402e0 1.7917e0 4.9402e-1
37.30 -0.4056 -2.0247e0 1.7916e0 5.0028e-1
37.40 -0.4096 -2.0094e0 1.7936e0 5.0619e-1
37.50 -0.4131 -1.9932e0 1.7933e0 5.1147e-1
37.60 -0.4162 -1.9758e0 1.7879e0 5.1615e-1
37.70 -0.4190 -1.9576e0 1.7782e0 5.2045e-1
37.80 -0.4218 -1.9394e0 1.7675e0 5.2463e-1
37.90 -0.4245 -1.9218e0 1.7584e0 5.2880e-1
38.00 -0.4272 -1.9048e0 1.7513e0 5.3292e-1
38.10 -0.4298 -1.8881e0 1.7456e0 5.3690e-1
38.20 -0.4322 -1.8714e0 1.7398e0 5.4063e-1
38.30 -0.4343 -1.8541e0 1.7321e0 5.4395e-1
38.40 -0.4362 -1.8362e0 1.7210e0 5.4679e-1
38.50 -0.4377 -1.8177e0 1.7066e0 5.4913e-1
38.60 -0.4389 -1.7987e0 1.6902e0 5.5100e-1
38.70 -0.4398 -1.7796e0 1.6738e0 5.5247e-1
38.80 -0.4406 -1.7605e0 1.6582e0 5.5361e-1
38.90 -0.4411 -1.7415e0 1.6434e0 5.5448e-1
39.00 -0.4415 -1.7228e0 1.6297e0 5.5511e-1
39.10 -0.4418 -1.7043e0 1.6174e0 5.5548e-1
39.20 -0.4418 -1.6858e0 1.6063e0 5.5551e-1
39.30 -0.4416 -1.6668e0 1.5949e0 5.5515e-1
39.40 -0.4411 -1.6473e0 1.5815e0 5.5443e-1
39.50 -0.4404 -1.6271e0 1.5648e0 5.5338e-1
39.60 -0.4396 -1.6064e0 1.5451e0 5.5209e-1
39.70 -0.4387 -1.5856e0 1.5235e0 5.5069e-1
39.80 -0.4378 -1.5650e0 1.5017e0 5.4929e-1
39.90 -0.4369 -1.5451e0 1.4814e0 5.4794e-1
40.00 -0.4361 -1.5259e0 1.4634e0 5.4665e-1
40.10 -0.4352 -1.5073e0 1.4477e0 5.4534e-1
40.20 -0.4343 -1.4893e0 1.4340e0 5.4389e-1
40.30 -0.4332 -1.4713e0 1.4212e0 5.4219e-1
40.40 -0.4319 -1.4530e0 1.4080e0 5.4017e-1
40.50 -0.4304 -1.4343e0 1.3930e0 5.3785e-1
40.60 -0.4288 -1.4152e0 1.3760e0 5.3536e-1
40.70 -0.4271 -1.3962e0 1.3579e0 5.3286e-1
40.80 -0.4256 -1.3778e0 1.3405e0 5.3049e-1
40.90 -0.4241 -1.3603e0 1.3253e0 5.2825e-1
41.00 -0.4227 -1.3436e0 1.3129e0 5.2611e-1
41.10 -0.4213 -1.3277e0 1.3031e0 5.2399e-1
41.20 -0.4199 -1.3127e0 1.2963e0 5.2183e-1
41.30 -0.4184 -1.2983e0 1.2934e0 5.1953e-1
41.40 -0.4167 -1.2844e0 1.2937e0 5.1697e-1
41.50 -0.4148 -1.2702e0 1.2947e0 5.1403e-1
41.60 -0.4126 -1.2554e0 1.2931e0 5.1068e-1
41.70 -0.4101 -1.2399e0 1.2876e0 5.0698e-1
41.80 -0.4075 -1.2240e0 1.2790e0 5.0300e-1
41.90 -0.4047 -1.2081e0 1.2694e0 4.9879e-1
42.00 -0.4017 -1.1920e0 1.2601e0 4.9437e-1
42.10 -0.3986 -1.1760e0 1.2511e0 4.8979e-1
42.20 -0.3955 -1.1600e0 1.2418e0 4.8515e-1
42.30 -0.3924 -1.1442e0 1.2323e0 4.8054e-1
42.40 -0.3893 -1.1289e0 1.2235e0 4.7599e-1
42.50 -0.3863 -1.1139e0 1.2157e0 4.7146e-1
42.60 -0.3831 -1.0992e0 1.2085e0 4.6689e-1
42.70 -0.3800 -1.0844e0 1.2007e0 4.6224e-1
42.80 -0.3767 -1.0695e0 1.1913e0 4.5744e-1
42.90 -0.3733 -1.0542e0 1.1799e0 4.5247e-1
43.00 -0.3697 -1.0385e0 1.1661e0 4.4732e-1
43.10 -0.3661 -1.0226e0 1.1503e0 4.4205e-1
43.20 -0.3624 -1.0066e0 1.1334e0 4.3677e-1
43.30 -0.3588 -9.9108e-1 1.1175e0 4.3159e-1
43.40 -0.3552 -9.7618e-1 1.1040e0 4.2653e-1
43.50 -0.3518 -9.6192e-1 1.0934e0 4.2156e-1
43.60 -0.3483 -9.4805e-1 1.0845e0 4.1662e-1
43.70 -0.3447 -9.3425e-1 1.0758e0 4.1160e-1
43.80 -0.3411 -9.2028e-1 1.0659e0 4.0645e-1
43.90 -0.3373 -9.0600e-1 1.0541e0 4.0111e-1
44.00 -0.3333 -8.9129e-1 1.0405e0 3.9556e-1
44.10 -0.3292 -8.7611e-1 1.0251e0 3.8981e-1
44.20 -0.3249 -8.6046e-1 1.0078e0 3.8390e-1
44.30 -0.3206 -8.4446e-1 9.8879e-1 3.7791e-1
44.40 -0.3162 -8.2830e-1 9.6848e-1 3.7191e-1
44.50 -0.3119 -8.1219e-1 9.4753e-1 3.6597e-1
44.60 -0.3076 -7.9627e-1 9.2655e-1 3.6011e-1
44.70 -0.3033 -7.8063e-1 9.0595e-1 3.5436e-1
44.80 -0.2992 -7.6535e-1 8.8607e-1 3.4872e-1
44.90 -0.2951 -7.5050e-1 8.6729e-1 3.4321e-1
45.00 -0.2911 -7.3614e-1 8.5003e-1 3.3784e-1
45.10 -0.2871 -7.2232e-1 8.3450e-1 3.3262e-1
45.20 -0.2833 -7.0902e-1 8.2064e-1 3.2757e-1
45.30 -0.2797 -6.9626e-1 8.0828e-1 3.2270e-1
45.40 -0.2762 -6.8409e-1 7.9737e-1 3.1805e-1
45.50 -0.2728 -6.7255e-1 7.8800e-1 3.1359e-1
45.60 -0.2695 -6.6162e-1 7.8023e-1 3.0931e-1
45.70 -0.2663 -6.5120e-1 7.7386e-1 3.0513e-1
45.80 -0.2631 -6.4110e-1 7.6839e-1 3.0098e-1
45.90 -0.2599 -6.3119e-1 7.6331e-1 2.9680e-1
46.00 -0.2566 -6.2134e-1 7.5832e-1 2.9253e-1
46.10 -0.2532 -6.1142e-1 7.5311e-1 2.8812e-1
46.20 -0.2496 -6.0128e-1 7.4716e-1 2.8352e-1
46.30 -0.2459 -5.9080e-1 7.3986e-1 2.7871e-1
46.40 -0.2419 -5.7990e-1 7.3089e-1 2.7368e-1
46.50 -0.2378 -5.6858e-1 7.2022e-1 2.6845e-1
46.60 -0.2336 -5.5692e-1 7.0800e-1 2.6309e-1
46.70 -0.2293 -5.4505e-1 6.9460e-1 2.5767e-1
46.80 -0.2249 -5.3315e-1 6.8053e-1 2.5225e-1
46.90 -0.2206 -5.2141e-1 6.6644e-1 2.4689e-1
47.00 -0.2164 -5.0991e-1 6.5284e-1 2.4159e-1
47.10 -0.2122 -4.9863e-1 6.3984e-1 2.3635e-1
47.20 -0.2079 -4.8746e-1 6.2713e-1 2.3113e-1
47.30 -0.2037 -4.7629e-1 6.1423e-1 2.2591e-1
47.40 -0.1994 -4.6508e-1 6.0085e-1 2.2072e-1
47.50 -0.1952 -4.5392e-1 5.8706e-1 2.1560e-1
47.60 -0.1911 -4.4296e-1 5.7333e-1 2.1060e-1
47.70 -0.1871 -4.3232e-1 5.6020e-1 2.0575e-1
47.80 -0.1832 -4.2208e-1 5.4800e-1 2.0106e-1
47.90 -0.1794 -4.1218e-1 5.3667e-1 1.9651e-1
48.00 -0.1757 -4.0252e-1 5.2576e-1 1.9208e-1
48.10 -0.1721 -3.9301e-1 5.1482e-1 1.8776e-1
48.20 -0.1685 -3.8362e-1 5.0361e-1 1.8353e-1
48.30 -0.1650 -3.7437e-1 4.9224e-1 1.7938e-1
48.40 -0.1615 -3.6526e-1 4.8088e-1 1.7529e-1
48.50 -0.1581 -3.5625e-1 4.6956e-1 1.7124e-1
48.60 -0.1546 -3.4727e-1 4.5809e-1 1.6717e-1
48.70 -0.1511 -3.3825e-1 4.4629e-1 1.6307e-1
48.80 -0.1475 -3.2914e-1 4.3403e-1 1.5892e-1
48.90 -0.1439 -3.1994e-1 4.2133e-1 1.5472e-1
49.00 -0.1402 -3.1066e-1 4.0829e-1 1.5048e-1
49.10 -0.1365 -3.0138e-1 3.9515e-1 1.4623e-1
49.20 -0.1328 -2.9215e-1 3.8210e-1 1.4201e-1
49.30 -0.1291 -2.8301e-1 3.6920e-1 1.3782e-1
49.40 -0.1255 -2.7402e-1 3.5643e-1 1.3369e-1
49.50 -0.1219 -2.6521e-1 3.4382e-1 1.2963e-1
49.60 -0.1184 -2.5663e-1 3.3149e-1 1.2564e-1
49.70 -0.1149 -2.4830e-1 3.1962e-1 1.2174e-1
49.80 -0.1115 -2.4022e-1 3.0834e-1 1.1790e-1
49.90 -0.1081 -2.3239e-1 2.9767e-1 1.1414e-1
50.00 -0.1048 -2.2475e-1 2.8752e-1 1.1044e-1
50.10 -0.1015 -2.1727e-1 2.7767e-1 1.0679e-1
50.20 -0.0982 -2.0992e-1 2.6797e-1 1.0321e-1
50.30 -0.0950 -2.0271e-1 2.5843e-1 9.9698e-2
50.40 -0.0919 -1.9569e-1 2.4914e-1 9.6263e-2
50.50 -0.0888 -1.8885e-1 2.4021e-1 9.2908e-2
50.60 -0.0858 -1.8219e-1 2.3164e-1 8.9637e-2
50.70 -0.0829 -1.7571e-1 2.2337e-1 8.6454e-2
50.80 -0.0801 -1.6940e-1 2.1533e-1 8.3368e-2
50.90 -0.0773 -1.6329e-1 2.0754e-1 8.0385e-2
51.00 -0.0747 -1.5740e-1 2.0008e-1 7.7510e-2
51.10 -0.0721 -1.5173e-1 1.9301e-1 7.4740e-2
51.20 -0.0696 -1.4628e-1 1.8633e-1 7.2069e-2
51.30 -0.0672 -1.4101e-1 1.7995e-1 6.9488e-2
51.40 -0.0648 -1.3591e-1 1.7379e-1 6.6995e-2
51.50 -0.0626 -1.3097e-1 1.6780e-1 6.4586e-2
51.60 -0.0604 -1.2619e-1 1.6202e-1 6.2257e-2
51.70 -0.0583 -1.2155e-1 1.5645e-1 6.0002e-2
51.80 -0.0562 -1.1704e-1 1.5102e-1 5.7813e-2
51.90 -0.0542 -1.1262e-1 1.4564e-1 5.5682e-2
52.00 -0.0522 -1.0827e-1 1.4021e-1 5.3605e-2
52.10 -0.0503 -1.0399e-1 1.3468e-1 5.1578e-2
52.20 -0.0484 -9.9774e-2 1.2905e-1 4.9594e-2
52.30 -0.0465 -9.5619e-2 1.2333e-1 4.7647e-2
52.40 -0.0447 -9.1531e-2 1.1760e-1 4.5732e-2
52.50 -0.0429 -8.7511e-2 1.1190e-1 4.3842e-2
52.60 -0.0411 -8.3561e-2 1.0630e-1 4.1974e-2
52.70 -0.0393 -7.9673e-2 1.0080e-1 4.0122e-2
52.80 -0.0376 -7.5839e-2 9.5419e-2 3.8284e-2
52.90 -0.0358 -7.2053e-2 9.0129e-2 3.6461e-2
53.00 -0.0341 -6.8323e-2 8.4929e-2 3.4659e-2
53.10 -0.0324 -6.4674e-2 7.9856e-2 3.2889e-2
53.20 -0.0307 -6.1134e-2 7.4972e-2 3.1158e-2
53.30 -0.0290 -5.7729e-2 7.0336e-2 2.9475e-2
53.40 -0.0275 -5.4476e-2 6.5990e-2 2.7840e-2
53.50 -0.0259 -5.1379e-2 6.1963e-2 2.6249e-2
53.60 -0.0244 -4.8425e-2 5.8261e-2 2.4694e-2
53.70 -0.0229 -4.5585e-2 5.4841e-2 2.3167e-2
53.80 -0.0214 -4.2830e-2 5.1629e-2 2.1663e-2
53.90 -0.0200 -4.0141e-2 4.8554e-2 2.0179e-2
54.00 -0.0185 -3.7507e-2 4.5579e-2 1.8718e-2
54.10 -0.0171 -3.4926e-2 4.2685e-2 1.7286e-2
54.20 -0.0158 -3.2401e-2 3.9858e-2 1.5889e-2
54.30 -0.0144 -2.9947e-2 3.7102e-2 1.4539e-2
54.40 -0.0132 -2.7587e-2 3.4443e-2 1.3246e-2
54.50 -0.0119 -2.5341e-2 3.1918e-2 1.2015e-2
54.60 -0.0108 -2.3219e-2 2.9554e-2 1.0849e-2
54.70 -0.0097 -2.1221e-2 2.7359e-2 9.7441e-3
54.80 -0.0087 -1.9343e-2 2.5328e-2 8.6986e-3
54.90 -0.0077 -1.7578e-2 2.3453e-2 7.7088e-3
55.00 -0.0067 -1.5920e-2 2.1724e-2 6.7716e-3
55.10 -0.0059 -1.4362e-2 2.0135e-2 5.8838e-3
55.20 -0.0050 -1.2896e-2 1.8680e-2 5.0421e-3
55.30 -0.0042 -1.1512e-2 1.7341e-2 4.2441e-3
55.40 -0.0035 -1.0205e-2 1.6096e-2 3.4888e-3
55.50 -0.0028 -8.9757e-3 1.4924e-2 2.7751e-3
55.60 -0.0021 -7.8244e-3 1.3828e-2 2.1003e-3
55.70 -0.0015 -6.7485e-3 1.2817e-2 1.4593e-3
55.80 -0.0008 -5.7380e-3 1.1887e-2 8.4568e-4
55.90 -0.0003 -4.7816e-3 1.1024e-2 2.5391e-4
56.00 0.0003 -3.8695e-3 1.0211e-2 -3.2035e-4
56.10 0.0009 -2.9942e-3 9.4390e-3 -8.8019e-4
56.20 0.0014 -2.1502e-3 8.7046e-3 -1.4270e-3
56.30 0.0020 -1.3342e-3 8.0039e-3 -1.9607e-3
56.40 0.0025 -5.4572e-4 7.3340e-3 -2.4795e-3
56.50 0.0030 2.1327e-4 6.6941e-3 -2.9814e-3
56.60 0.0035 9.3957e-4 6.0861e-3 -3.4640e-3
56.70 0.0039 1.6299e-3 5.5136e-3 -3.9254e-3
56.80 0.0044 2.2816e-3 4.9801e-3 -4.3641e-3
56.90 0.0048 2.8929e-3 4.4880e-3 -4.7791e-3
57.00 0.0052 3.4634e-3 4.0383e-3 -5.1700e-3
57.10 0.0056 3.9934e-3 3.6306e-3 -5.5368e-3
57.20 0.0059 4.4842e-3 3.2633e-3 -5.8797e-3
57.30 0.0062 4.9374e-3 2.9336e-3 -6.1993e-3
57.40 0.0065 5.3549e-3 2.6384e-3 -6.4960e-3
57.50 0.0068 5.7385e-3 2.3745e-3 -6.7703e-3
57.60 0.0070 6.0898e-3 2.1387e-3 -7.0230e-3
57.70 0.0073 6.4105e-3 1.9283e-3 -7.2547e-3
57.80 0.0075 6.7023e-3 1.7406e-3 -7.4663e-3
57.90 0.0077 6.9669e-3 1.5733e-3 -7.6587e-3
58.00 0.0079 7.2058e-3 1.4245e-3 -7.8327e-3
58.10 0.0080 7.4207e-3 1.2921e-3 -7.9893e-3
58.20 0.0082 7.6131e-3 1.1746e-3 -8.1295e-3
58.30 0.0083 7.7845e-3 1.0701e-3 -8.2541e-3
58.40 0.0084 7.9365e-3 9.7734e-4 -8.3642e-3
58.50 0.0085 8.0705e-3 8.9481e-4 -8.4606e-3
58.60 0.0086 8.1878e-3 8.2134e-4 -8.5442e-3
58.70 0.0087 8.2897e-3 7.5584e-4 -8.6159e-3
58.80 0.0087 8.3775e-3 6.9737e-4 -8.6765e-3
58.90 0.0088 8.4521e-3 6.4508e-4 -8.7268e-3
59.00 0.0088 8.5146e-3 5.9823e-4 -8.7673e-3
59.10 0.0088 8.5660e-3 5.5620e-4 -8.7989e-3
59.20 0.0089 8.6070e-3 5.1841e-4 -8.8221e-3
59.30 0.0089 8.6385e-3 4.8437e-4 -8.8374e-3
59.40 0.0089 8.6611e-3 4.5365e-4 -8.8455e-3
59.50 0.0089 8.6756e-3 4.2586e-4 -8.8468e-3
59.60 0.0089 8.6825e-3 4.0068e-4 -8.8418e-3
59.70 0.0089 8.6825e-3 3.7781e-4 -8.8309e-3
59.80 0.0089 8.6761e-3 3.5699e-4 -8.8146e-3
59.90 0.0088 8.6637e-3 3.3800e-4 -8.7932e-3
60.00 0.0088 8.6458e-3 3.2064e-4 -8.7672e-3
60.10 0.0088 8.6228e-3 3.0473e-4 -8.7368e-3
60.20 0.0087 8.5952e-3 2.9012e-4 -8.7023e-3
60.30 0.0087 8.5633e-3 2.7668e-4 -8.6641e-3
60.40 0.0087 8.5273e-3 2.6426e-4 -8.6225e-3
60.50 0.0086 8.4877e-3 2.5279e-4 -8.5776e-3
60.60 0.0086 8.4448e-3 2.4215e-4 -8.5298e-3
60.70 0.0085 8.3987e-3 2.3226e-4 -8.4793e-3
60.80 0.0085 8.3498e-3 2.2305e-4 -8.4263e-3
60.90 0.0084 8.2983e-3 2.1446e-4 -8.3710e-3
61.00 0.0083 8.2444e-3 2.0642e-4 -8.3135e-3
61.10 0.0083 8.1883e-3 1.9889e-4 -8.2542e-3
61.20 0.0082 8.1302e-3 1.9181e-4 -8.1931e-3
61.30 0.0082 8.0703e-3 1.8514e-4 -8.1304e-3
61.40 0.0081 8.0088e-3 1.7885e-4 -8.0663e-3
61.50 0.0080 7.9458e-3 1.7291e-4 -8.0008e-3
61.60 0.0080 7.8815e-3 1.6728e-4 -7.9342e-3
61.70 0.0079 7.8159e-3 1.6193e-4 -7.8665e-3
61.80 0.0078 7.7493e-3 1.5685e-4 -7.7978e-3
61.90 0.0078 7.6817e-3 1.5201e-4 -7.7283e-3
62.00 0.0077 7.6133e-3 1.4739e-4 -7.6581e-3
62.10 0.0076 7.5441e-3 1.4299e-4 -7.5873e-3
62.20 0.0075 7.4742e-3 1.3877e-4 -7.5159e-3
62.30 0.0075 7.4039e-3 1.3472e-4 -7.4440e-3
62.40 0.0074 7.3330e-3 1.3084e-4 -7.3717e-3
62.50 0.0073 7.2618e-3 1.2712e-4 -7.2991e-3
62.60 0.0073 7.1903e-3 1.2353e-4 -7.2263e-3
62.70 0.0072 7.1185e-3 1.2008e-4 -7.1533e-3
62.80 0.0071 7.0465e-3 1.1676e-4 -7.0802e-3
62.90 0.0070 6.9744e-3 1.1355e-4 -7.0070e-3
63.00 0.0070 6.9023e-3 1.1045e-4 -6.9339e-3
63.10 0.0069 6.8302e-3 1.0745e-4 -6.8608e-3
63.20 0.0068 6.7582e-3 1.0456e-4 -6.7877e-3
63.30 0.0067 6.6862e-3 1.0175e-4 -6.7149e-3
63.40 0.0067 6.6144e-3 9.9037e-5 -6.6422e-3
63.50 0.0066 6.5428e-3 9.6404e-5 -6.5697e-3
63.60 0.0065 6.4714e-3 9.3852e-5 -6.4975e-3
63.70 0.0064 6.4002e-3 9.1375e-5 -6.4255e-3
63.80 0.0064 6.3294e-3 8.8971e-5 -6.3539e-3
63.90 0.0063 6.2588e-3 8.6637e-5 -6.2827e-3
64.00 0.0062 6.1887e-3 8.4370e-5 -6.2118e-3
64.10 0.0062 6.1189e-3 8.2167e-5 -6.1413e-3
