time_seconds,time_between_measurements,temperature_c,total_volume,volume_delta,concentration,ph,net_charge
10139.4,20.0,20.0,2548.0,0.1,9.419152,5.5,-1.0501557e-05
10160.0,21.0,20.0,2548.1,0.1,9.438405,5.42,-1.0449926e-05
10182.4,22.0,20.0,2548.2,0.1,9.457656,5.32,-1.0397415e-05
10203.0,21.0,20.0,2548.3,0.1,9.476906,5.2,-1.0343532e-05
10223.7,21.0,20.0,2548.4,0.1,9.496154,5.07,-1.0287919e-05
10244.4,20.0,20.0,2548.5,0.1,9.515401,4.89,-1.0226778e-05
10265.1,21.0,20.0,2548.6,0.1,9.534646,4.7,-1.0158757e-05
10287.4,22.0,20.0,2548.7,0.1,9.55389,4.5,-1.007901e-05
10308.0,21.0,20.0,2548.8,0.1,9.573132,4.35,-9.995756e-06
10328.7,21.0,20.0,2548.9,0.1,9.592373,4.22,-9.906021e-06
10349.4,20.0,20.0,2549.0,0.1,9.611612,4.12,-9.816246e-06
10370.0,21.0,20.0,2549.1,0.1,9.63085,4.03,-9.721711e-06
10392.4,22.0,20.0,2549.2,0.1,9.650086,3.96,-9.630093e-06
10413.0,21.0,20.0,2549.3,0.1,9.669321,3.89,-9.531193e-06
10433.7,21.0,20.0,2549.4,0.1,9.688554,3.84,-9.441106e-06
10454.4,20.0,20.0,2549.5,0.1,9.707786,3.79,-9.346126e-06
10475.1,21.0,20.0,2549.6,0.1,9.727016,3.75,-9.256217e-06
10497.4,22.0,20.0,2549.7,0.1,9.746245,3.71,-9.162455e-06
10518.0,21.0,20.0,2549.8,0.1,9.765472,3.67,-9.064469e-06
10538.7,21.0,20.0,2549.9,0.1,9.784697,3.63,-8.961852e-06
10559.4,20.0,20.0,2550.0,0.1,9.803922,3.6,-8.869076e-06
