# R/Å F/kT U/kT C/R <exp(-u/kT)-1>
48.20 -0.3488 -8.3065e-1 1.5179e0 4.1731e-1
48.30 -0.3412 -8.1154e-1 1.4859e0 4.0662e-1
48.40 -0.3337 -7.9251e-1 1.4529e0 3.9612e-1
48.50 -0.3263 -7.7370e-1 1.4205e0 3.8578e-1
48.60 -0.3188 -7.5493e-1 1.3884e0 3.7552e-1
48.70 -0.3113 -7.3592e-1 1.3553e0 3.6523e-1
48.80 -0.3037 -7.1644e-1 1.3198e0 3.5486e-1
48.90 -0.2959 -6.9645e-1 1.2816e0 3.4440e-1
49.00 -0.2881 -6.7611e-1 1.2416e0 3.3390e-1
49.10 -0.2802 -6.5571e-1 1.2011e0 3.2345e-1
49.20 -0.2724 -6.3552e-1 1.1616e0 3.1314e-1
49.30 -0.2647 -6.1571e-1 1.1240e0 3.0300e-1
49.40 -0.2570 -5.9624e-1 1.0876e0 2.9308e-1
49.50 -0.2495 -5.7704e-1 1.0512e0 2.8337e-1
49.60 -0.2421 -5.5818e-1 1.0145e0 2.7392e-1
49.70 -0.2349 -5.3981e-1 9.7812e-1 2.6473e-1
49.80 -0.2278 -5.2209e-1 9.4304e-1 2.5583e-1
49.90 -0.2209 -5.0506e-1 9.1004e-1 2.4721e-1
50.00 -0.2142 -4.8864e-1 8.7909e-1 2.3882e-1
50.10 -0.2075 -4.7261e-1 8.4935e-1 2.3062e-1
50.20 -0.2010 -4.5679e-1 8.1979e-1 2.2258e-1
50.30 -0.1945 -4.4116e-1 7.9005e-1 2.1472e-1
50.40 -0.1882 -4.2584e-1 7.6059e-1 2.0705e-1
50.50 -0.1820 -4.1096e-1 7.3222e-1 1.9961e-1
50.60 -0.1760 -3.9658e-1 7.0543e-1 1.9240e-1
50.70 -0.1701 -3.8265e-1 6.8013e-1 1.8541e-1
50.80 -0.1644 -3.6913e-1 6.5581e-1 1.7866e-1
50.90 -0.1588 -3.5604e-1 6.3222e-1 1.7215e-1
51.00 -0.1535 -3.4345e-1 6.0957e-1 1.6591e-1
51.10 -0.1484 -3.3143e-1 5.8823e-1 1.5993e-1
51.20 -0.1434 -3.1998e-1 5.6846e-1 1.5421e-1
51.30 -0.1386 -3.0902e-1 5.5006e-1 1.4871e-1
51.40 -0.1340 -2.9844e-1 5.3249e-1 1.4341e-1
51.50 -0.1295 -2.8816e-1 5.1532e-1 1.3829e-1
51.60 -0.1252 -2.7820e-1 4.9853e-1 1.3335e-1
51.70 -0.1210 -2.6855e-1 4.8221e-1 1.2858e-1
51.80 -0.1169 -2.5914e-1 4.6623e-1 1.2395e-1
51.90 -0.1128 -2.4986e-1 4.5021e-1 1.1944e-1
52.00 -0.1089 -2.4063e-1 4.3374e-1 1.1503e-1
52.10 -0.1050 -2.3139e-1 4.1651e-1 1.1069e-1
52.20 -0.1011 -2.2210e-1 3.9834e-1 1.0642e-1
52.30 -0.0973 -2.1277e-1 3.7924e-1 1.0222e-1
52.40 -0.0936 -2.0346e-1 3.5948e-1 9.8079e-2
52.50 -0.0898 -1.9422e-1 3.3953e-1 9.4004e-2
52.60 -0.0862 -1.8513e-1 3.1985e-1 8.9997e-2
52.70 -0.0826 -1.7622e-1 3.0075e-1 8.6056e-2
52.80 -0.0790 -1.6750e-1 2.8233e-1 8.2173e-2
52.90 -0.0754 -1.5893e-1 2.6453e-1 7.8345e-2
53.00 -0.0719 -1.5052e-1 2.4727e-1 7.4578e-2
53.10 -0.0685 -1.4230e-1 2.3056e-1 7.0891e-2
53.20 -0.0651 -1.3436e-1 2.1459e-1 6.7308e-2
53.30 -0.0619 -1.2676e-1 1.9961e-1 6.3849e-2
53.40 -0.0588 -1.1956e-1 1.8576e-1 6.0525e-2
53.50 -0.0557 -1.1278e-1 1.7309e-1 5.7333e-2
53.60 -0.0528 -1.0639e-1 1.6156e-1 5.4262e-2
53.70 -0.0500 -1.0035e-1 1.5106e-1 5.1289e-2
53.80 -0.0473 -9.4564e-2 1.4135e-1 4.8394e-2
53.90 -0.0446 -8.8968e-2 1.3218e-1 4.5562e-2
54.00 -0.0419 -8.3521e-2 1.2338e-1 4.2791e-2
54.10 -0.0393 -7.8204e-2 1.1485e-1 4.0081e-2
54.20 -0.0368 -7.3015e-2 1.0656e-1 3.7442e-2
54.30 -0.0343 -6.7975e-2 9.8497e-2 3.4891e-2
54.40 -0.0319 -6.3133e-2 9.0752e-2 3.2447e-2
54.50 -0.0297 -5.8538e-2 8.3451e-2 3.0125e-2
54.60 -0.0276 -5.4223e-2 7.6692e-2 2.7933e-2
54.70 -0.0255 -5.0191e-2 7.0499e-2 2.5868e-2
54.80 -0.0236 -4.6429e-2 6.4844e-2 2.3923e-2
54.90 -0.0219 -4.2922e-2 5.9678e-2 2.2091e-2
55.00 -0.0202 -3.9649e-2 5.4956e-2 2.0365e-2
55.10 -0.0186 -3.6595e-2 5.0644e-2 1.8737e-2
55.20 -0.0171 -3.3742e-2 4.6717e-2 1.7199e-2
55.30 -0.0156 -3.1069e-2 4.3141e-2 1.5744e-2
55.40 -0.0143 -2.8557e-2 3.9858e-2 1.4367e-2
55.50 -0.0130 -2.6191e-2 3.6809e-2 1.3065e-2
55.60 -0.0118 -2.3971e-2 3.3963e-2 1.1836e-2
55.70 -0.0106 -2.1894e-2 3.1324e-2 1.0673e-2
55.80 -0.0095 -1.9949e-2 2.8899e-2 9.5657e-3
55.90 -0.0085 -1.8111e-2 2.6658e-2 8.5044e-3
56.00 -0.0075 -1.6360e-2 2.4552e-2 7.4803e-3
56.10 -0.0065 -1.4680e-2 2.2545e-2 6.4871e-3
56.20 -0.0055 -1.3060e-2 2.0625e-2 5.5214e-3
56.30 -0.0046 -1.1498e-2 1.8793e-2 4.5822e-3
56.40 -0.0037 -9.9912e-3 1.7047e-2 3.6707e-3
56.50 -0.0028 -8.5431e-3 1.5393e-2 2.7899e-3
56.60 -0.0019 -7.1589e-3 1.3836e-2 1.9431e-3
56.70 -0.0011 -5.8449e-3 1.2383e-2 1.1338e-3
56.80 -0.0004 -4.6065e-3 1.1042e-2 3.6448e-4
56.90 0.0004 -3.4473e-3 9.8177e-3 -3.6316e-4
57.00 0.0010 -2.3685e-3 8.7106e-3 -1.0484e-3
57.10 0.0017 -1.3690e-3 7.7176e-3 -1.6915e-3
57.20 0.0023 -4.4607e-4 6.8323e-3 -2.2934e-3
57.30 0.0029 4.0402e-4 6.0469e-3 -2.8552e-3
57.40 0.0034 1.1855e-3 5.3521e-3 -3.3783e-3
57.50 0.0039 1.9028e-3 4.7389e-3 -3.8641e-3
57.60 0.0043 2.5600e-3 4.1981e-3 -4.3143e-3
57.70 0.0047 3.1609e-3 3.7217e-3 -4.7302e-3
57.80 0.0051 3.7095e-3 3.3024e-3 -5.1136e-3
57.90 0.0055 4.2092e-3 2.9336e-3 -5.4660e-3
58.00 0.0058 4.6635e-3 2.6095e-3 -5.7892e-3
58.10 0.0061 5.0756e-3 2.3251e-3 -6.0847e-3
58.20 0.0064 5.4487e-3 2.0755e-3 -6.3542e-3
58.30 0.0066 5.7858e-3 1.8567e-3 -6.5992e-3
58.40 0.0068 6.0897e-3 1.6646e-3 -6.8214e-3
58.50 0.0070 6.3632e-3 1.4959e-3 -7.0223e-3
58.60 0.0072 6.6087e-3 1.3476e-3 -7.2033e-3
58.70 0.0074 6.8287e-3 1.2171e-3 -7.3660e-3
58.80 0.0075 7.0253e-3 1.1020e-3 -7.5114e-3
58.90 0.0077 7.2003e-3 1.0003e-3 -7.6409e-3
59.00 0.0078 7.3555e-3 9.1043e-4 -7.7555e-3
59.10 0.0079 7.4925e-3 8.3078e-4 -7.8563e-3
59.20 0.0080 7.6129e-3 7.6009e-4 -7.9442e-3
59.30 0.0081 7.7179e-3 6.9725e-4 -8.0202e-3
59.40 0.0081 7.8087e-3 6.4129e-4 -8.0850e-3
59.50 0.0082 7.8864e-3 5.9135e-4 -8.1394e-3
59.60 0.0082 7.9522e-3 5.4672e-4 -8.1842e-3
59.70 0.0083 8.0068e-3 5.0675e-4 -8.2200e-3
59.80 0.0083 8.0512e-3 4.7089e-4 -8.2474e-3
59.90 0.0083 8.0861e-3 4.3866e-4 -8.2670e-3
60.00 0.0083 8.1123e-3 4.0963e-4 -8.2794e-3
60.10 0.0083 8.1304e-3 3.8344e-4 -8.2851e-3
60.20 0.0083 8.1410e-3 3.5976e-4 -8.2845e-3
60.30 0.0083 8.1448e-3 3.3830e-4 -8.2781e-3
60.40 0.0083 8.1422e-3 3.1881e-4 -8.2662e-3
60.50 0.0083 8.1337e-3 3.0109e-4 -8.2493e-3
60.60 0.0083 8.1198e-3 2.8492e-4 -8.2277e-3
60.70 0.0082 8.1008e-3 2.7016e-4 -8.2018e-3
60.80 0.0082 8.0772e-3 2.5663e-4 -8.1719e-3
60.90 0.0082 8.0494e-3 2.4422e-4 -8.1383e-3
61.00 0.0081 8.0176e-3 2.3281e-4 -8.1012e-3
61.10 0.0081 7.9822e-3 2.2228e-4 -8.0610e-3
61.20 0.0081 7.9434e-3 2.1256e-4 -8.0178e-3
61.30 0.0080 7.9016e-3 2.0356e-4 -7.9719e-3
61.40 0.0080 7.8569e-3 1.9520e-4 -7.9234e-3
61.50 0.0079 7.8097e-3 1.8742e-4 -7.8727e-3
61.60 0.0079 7.7600e-3 1.8018e-4 -7.8199e-3
61.70 0.0078 7.7082e-3 1.7340e-4 -7.7652e-3
61.80 0.0077 7.6544e-3 1.6705e-4 -7.7087e-3
61.90 0.0077 7.5988e-3 1.6110e-4 -7.6505e-3
62.00 0.0076 7.5416e-3 1.5549e-4 -7.5909e-3
62.10 0.0076 7.4828e-3 1.5021e-4 -7.5300e-3
62.20 0.0075 7.4227e-3 1.4522e-4 -7.4679e-3
62.30 0.0074 7.3614e-3 1.4050e-4 -7.4047e-3
62.40 0.0074 7.2991e-3 1.3602e-4 -7.3405e-3
62.50 0.0073 7.2357e-3 1.3177e-4 -7.2755e-3
62.60 0.0072 7.1715e-3 1.2772e-4 -7.2097e-3
62.70 0.0072 7.1065e-3 1.2386e-4 -7.1433e-3
62.80 0.0071 7.0409e-3 1.2017e-4 -7.0763e-3
62.90 0.0070 6.9747e-3 1.1664e-4 -7.0088e-3
63.00 0.0070 6.9081e-3 1.1327e-4 -6.9410e-3
63.10 0.0069 6.8410e-3 1.1002e-4 -6.8727e-3
63.20 0.0068 6.7737e-3 1.0691e-4 -6.8043e-3
63.30 0.0068 6.7060e-3 1.0392e-4 -6.7356e-3
63.40 0.0067 6.6382e-3 1.0103e-4 -6.6668e-3
63.50 0.0066 6.5703e-3 9.8254e-5 -6.5980e-3
63.60 0.0066 6.5024e-3 9.5573e-5 -6.5291e-3
63.70 0.0065 6.4344e-3 9.2982e-5 -6.4603e-3
63.80 0.0064 6.3664e-3 9.0479e-5 -6.3915e-3
63.90 0.0063 6.2985e-3 8.8056e-5 -6.3228e-3
64.00 0.0063 6.2308e-3 8.5712e-5 -6.2543e-3
64.10 0.0062 6.1632e-3 8.3440e-5 -6.1861e-3
64.20 0.0061 6.0959e-3 8.1238e-5 -6.1180e-3
64.30 0.0061 6.0288e-3 7.9101e-5 -6.0502e-3
64.40 0.0060 5.9619e-3 7.7028e-5 -5.9827e-3
64.50 0.0059 5.8954e-3 7.5015e-5 -5.9156e-3
64.60 0.0059 5.8292e-3 7.3060e-5 -5.8488e-3
64.70 0.0058 5.7633e-3 7.1159e-5 -5.7823e-3
64.80 0.0057 5.6978e-3 6.9312e-5 -5.7163e-3
64.90 0.0057 5.6328e-3 6.7516e-5 -5.6507e-3
